Cust_ID,Cust_Age,Cust_Gender,Cust_Marital_Status,Cust_Dependents,Cust_Education,Cust_Employment_Status,Cust_Occupation_Sector,Cust_Annual_Income_USD,Cust_Home_Ownership,Account_ID,Account_Type,Account_Open_Date,Account_Status,Account_KYC_Tier,Primary_Branch_Region,Total_Assets_Under_Management,Has_Active_Credit_Card,Has_Active_Loan,Digital_Banking_Enrollment,Txn_ID,Txn_Timestamp,Txn_Type,Txn_Channel,Txn_Amount_USD,Txn_Currency,Counterparty_ID,Counterparty_Type,Merchant_Category_Code_MCC,Txn_Response_Code,Orig_Balance_Before,Orig_Balance_After,Dest_Balance_Before,Dest_Balance_After,Monthly_Avg_Inflow,Monthly_Avg_Outflow,Overdraft_Limit_USD,Days_In_Overdraft_L12M,Credit_Card_Utilization_Rate,Delinquency_Status,Risk_Score_Internal,Bureau_Credit_Score,Device_Type,Device_IP_Country,Is_VPN_Used,Login_Attempts_Fail_Count,Txn_Velocity_1H,Behavioral_Anomaly_Flag,Target_Credit_Default,Target_Is_Fraud_AML
CUST-00000001,50,M,Single,0,Undergraduate,Employed,Finance,41397.17,Own_Mortgage,ACCT-000000001,Credit_Card,2014-01-15,Active,Tier_3_Premium,North,18422.44,True,False,True,TXN-0000000027,2024-08-24 21:55:05,Online_Shopping,Mobile_App,86.27,USD,CP-004898784,Individual,5812,Approved,5929.02,5842.75,884.15,970.42,2658.43,2095.62,7069.86,0,0.4,Current,728,723,MacOS,US,False,0,2,False,False,False
CUST-00000001,50,M,Single,0,Undergraduate,Employed,Finance,41397.17,Own_Mortgage,ACCT-000000001,Credit_Card,2014-01-15,Active,Tier_3_Premium,North,18422.44,True,False,True,TXN-0000000028,2024-07-31 06:25:07,Cash_Deposit,Web_Portal,68.54,USD,CP-002336910,Individual,7011,Approved,4025.04,4093.58,12562.15,12493.61,2658.43,2095.62,7069.86,0,0.4,Current,728,723,Android,US,False,0,2,False,False,False
CUST-00000001,50,M,Single,0,Undergraduate,Employed,Finance,41397.17,Own_Mortgage,ACCT-000000001,Credit_Card,2014-01-15,Active,Tier_3_Premium,North,18422.44,True,False,True,TXN-0000000029,2024-07-27 18:28:41,POS_Purchase,Mobile_App,99.0,USD,CP-001252158,Individual,5732,Approved,5045.04,4946.04,84649.29,84748.29,2658.43,2095.62,7069.86,0,0.4,Current,728,723,iOS,US,False,0,3,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000030,2024-07-21 08:18:16,POS_Purchase,Mobile_App,71.71,USD,CP-002706279,Small_Business,5732,Approved,3742.86,3671.15,7043.58,7115.29,5472.73,4667.76,3257.82,0,0.0,Current,742,735,MacOS,IT,False,0,0,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000031,2024-12-21 10:19:07,Online_Shopping,Web_Portal,14.26,USD,CP-003557802,Individual,5921,Approved,12830.38,12816.119999999999,6436.17,6450.43,5472.73,4667.76,3257.82,0,0.0,Current,742,735,iOS,US,False,0,4,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000032,2024-04-20 08:08:25,Online_Shopping,Web_Portal,288.48,USD,CP-002798075,Individual,5912,Approved,3724.76,3436.28,2114.61,2403.09,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Android,AE,False,0,2,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000033,2024-03-23 08:22:17,Cash_Deposit,Branch_ATM,130.62,USD,CP-004391841,Small_Business,5814,Approved,3911.84,4042.46,40147.3,40016.68,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Windows,ZA,False,1,4,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000034,2024-05-10 01:33:55,Online_Shopping,In_Person_Branch,25.22,USD,CP-001728306,Individual,4814,Approved,3514.13,3488.9100000000003,51776.89,51802.11,5472.73,4667.76,3257.82,0,0.0,Current,742,735,MacOS,US,True,0,0,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000035,2024-10-05 08:37:20,Online_Shopping,Mobile_App,154.45,USD,CP-001078354,Individual,7995,Approved,2427.33,2272.88,7835.49,7989.94,5472.73,4667.76,3257.82,0,0.0,Current,742,735,iOS,US,False,0,1,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000036,2024-04-27 07:50:43,Online_Shopping,Mobile_App,1557.03,Local,CP-001024534,Mega_Corporation,5812,Approved,11521.24,9964.21,8699.98,10257.01,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Linux,US,False,0,2,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000037,2024-02-22 19:44:27,POS_Purchase,In_Person_Branch,81.67,USD,CP-004552591,Mega_Corporation,5732,Approved,2739.54,2657.87,24320.68,24402.35,5472.73,4667.76,3257.82,0,0.0,Current,742,735,iOS,US,False,0,0,True,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000038,2024-10-12 19:28:13,Online_Shopping,Web_Portal,1687.14,USD,CP-002474929,Individual,5921,Approved,5106.64,3419.5,73716.88,75404.02,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Android,US,False,0,1,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000039,2024-09-01 19:34:44,Online_Shopping,Mobile_App,8898.72,Local,CP-003222679,Small_Business,5814,Approved,10518.07,1619.3500000000004,49127.82,58026.54,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Android,US,False,0,2,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000040,2024-06-23 19:00:33,ACH_Debit,Mobile_App,111.5,Local,CP-002205076,Individual,5921,Approved,7405.38,7293.88,45837.18,45948.68,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Android,AE,False,1,3,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000041,2024-08-04 12:56:47,ATM_Withdrawal,In_Person_Branch,167.17,Local,CP-002876302,Individual,5651,Approved,6293.51,6126.34,60341.09,60508.26,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Windows,US,False,1,4,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000042,2024-07-23 13:54:19,ATM_Withdrawal,Branch_ATM,124.91,USD,CP-002300659,Individual,5311,Approved,8630.38,8505.47,63452.14,63577.05,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Windows,US,False,0,2,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000043,2024-04-14 03:14:27,POS_Purchase,Mobile_App,104.84,USD,CP-003584690,Individual,4900,Approved,7010.4,6905.5599999999995,28651.94,28756.78,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Windows,US,False,0,0,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000044,2024-05-29 16:00:40,Online_Shopping,Mobile_App,1481.57,Local,CP-001084034,Individual,5732,Approved,9894.11,8412.54,488.66,1970.23,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Windows,US,False,0,1,False,False,False
CUST-00000002,48,M,Single,0,Undergraduate,Self-Employed,Healthcare,55156.4,Own_Mortgage,ACCT-000000002,Money_Market,2020-11-21,Active,Tier_1_Basic,North,37906.92,False,False,True,TXN-0000000045,2024-07-23 17:34:01,Cash_Deposit,Mobile_App,139.72,USD,CP-003215322,Individual,4814,Approved,10241.18,10380.9,12858.04,12718.32,5472.73,4667.76,3257.82,0,0.0,Current,742,735,Windows,US,False,3,3,False,False,False
CUST-00000003,27,M,Married,4,High_School,Retired,Retired,28556.42,Own_Mortgage,ACCT-000000003,Checking,2013-02-03,Dormant,Tier_1_Basic,Central,7633.01,False,False,True,TXN-0000000046,2024-05-15 13:40:05,Online_Shopping,Web_Portal,19.11,USD,CP-003855340,Small_Business,5812,Suspected_Fraud_Block,513.07,513.07,3092.84,3111.95,2337.26,1869.92,1927.82,0,0.0,Current,661,673,iOS,US,False,0,0,True,False,False
CUST-00000003,27,M,Married,4,High_School,Retired,Retired,28556.42,Own_Mortgage,ACCT-000000003,Checking,2013-02-03,Dormant,Tier_1_Basic,Central,7633.01,False,False,True,TXN-0000000047,2024-04-16 20:55:09,ACH_Debit,Mobile_App,130.41,USD,CP-002914244,Small_Business,5541,Suspected_Fraud_Block,854.94,854.94,15004.86,15135.27,2337.26,1869.92,1927.82,0,0.0,Current,661,673,iOS,US,False,2,0,True,False,False
CUST-00000003,27,M,Married,4,High_School,Retired,Retired,28556.42,Own_Mortgage,ACCT-000000003,Checking,2013-02-03,Dormant,Tier_1_Basic,Central,7633.01,False,False,True,TXN-0000000048,2024-10-19 09:08:35,Online_Shopping,Mobile_App,8724.27,GBP,CP-000460814,Small_Business,5311,Suspected_Fraud_Block,905.8,905.8,3201.35,11925.62,2337.26,1869.92,1927.82,0,0.0,Current,661,673,Windows,US,False,0,4,True,False,False
CUST-00000003,27,M,Married,4,High_School,Retired,Retired,28556.42,Own_Mortgage,ACCT-000000003,Checking,2013-02-03,Dormant,Tier_1_Basic,Central,7633.01,False,False,True,TXN-0000000049,2024-04-02 08:29:08,Cash_Deposit,Mobile_App,43.93,USD,CP-000297431,Small_Business,7011,Suspected_Fraud_Block,1482.74,1482.74,47651.26,47607.33,2337.26,1869.92,1927.82,0,0.0,Current,661,673,Windows,US,False,0,3,True,False,False
CUST-00000003,27,M,Married,4,High_School,Retired,Retired,28556.42,Own_Mortgage,ACCT-000000003,Checking,2013-02-03,Dormant,Tier_1_Basic,Central,7633.01,False,False,True,TXN-0000000050,2024-06-24 21:01:48,ACH_Debit,Branch_ATM,157.53,USD,CP-001131269,Small_Business,5912,Suspected_Fraud_Block,1235.63,1235.63,60271.19,60428.72,2337.26,1869.92,1927.82,0,0.0,Current,661,673,Linux,US,False,0,1,True,False,False
CUST-00000004,48,F,Married,4,Postgraduate,Employed,Healthcare,53269.34,Rent,ACCT-000000004,Credit_Card,2011-06-05,Dormant,Tier_2_Standard,East,89221.52,True,True,True,TXN-0000000051,2024-11-24 10:59:11,ACH_Debit,Branch_ATM,141.63,USD,CP-002791357,Small_Business,5311,Suspected_Fraud_Block,4769.36,4769.36,52455.24,52596.869999999995,3801.92,3064.97,4663.47,0,0.0,Current,731,712,iOS,US,False,0,0,True,False,False
CUST-00000004,48,F,Married,4,Postgraduate,Employed,Healthcare,53269.34,Rent,ACCT-000000004,Credit_Card,2011-06-05,Dormant,Tier_2_Standard,East,89221.52,True,True,True,TXN-0000000052,2024-02-15 07:06:31,ATM_Withdrawal,Branch_ATM,7259.54,Local,CP-000995982,Individual,5999,Suspected_Fraud_Block,24306.05,24306.05,58084.14,65343.68,3801.92,3064.97,4663.47,0,0.0,Current,731,712,Android,NG,False,0,2,True,False,False
CUST-00000004,48,F,Married,4,Postgraduate,Employed,Healthcare,53269.34,Rent,ACCT-000000004,Credit_Card,2011-06-05,Dormant,Tier_2_Standard,East,89221.52,True,True,True,TXN-0000000053,2024-02-28 16:49:00,Online_Shopping,Mobile_App,185.26,USD,CP-004237831,Mega_Corporation,5814,Suspected_Fraud_Block,18367.93,18367.93,18216.13,18401.39,3801.92,3064.97,4663.47,0,0.0,Current,731,712,Android,US,False,0,1,True,False,False
CUST-00000004,48,F,Married,4,Postgraduate,Employed,Healthcare,53269.34,Rent,ACCT-000000004,Credit_Card,2011-06-05,Dormant,Tier_2_Standard,East,89221.52,True,True,True,TXN-0000000054,2024-06-30 16:07:29,ACH_Debit,Mobile_App,128.02,USD,CP-004706780,Individual,5999,Suspected_Fraud_Block,22753.0,22753.0,46516.81,46644.829999999994,3801.92,3064.97,4663.47,0,0.0,Current,731,712,Android,US,False,0,0,True,False,False
CUST-00000004,48,F,Married,4,Postgraduate,Employed,Healthcare,53269.34,Rent,ACCT-000000004,Credit_Card,2011-06-05,Dormant,Tier_2_Standard,East,89221.52,True,True,True,TXN-0000000055,2024-07-06 20:27:31,Online_Shopping,Mobile_App,62.41,USD,CP-000031474,Mega_Corporation,5732,Suspected_Fraud_Block,25914.76,25914.76,99686.45,99748.86,3801.92,3064.97,4663.47,0,0.0,Current,731,712,iOS,US,False,0,1,True,False,False
CUST-00000005,34,M,Single,0,Postgraduate,Employed,Retail,42905.33,Own_Mortgage,ACCT-000000005,Checking,2016-07-04,Active,Tier_3_Premium,West,53062.76,False,False,False,TXN-0000000056,2024-02-09 10:26:07,ACH_Debit,Branch_ATM,102.48,USD,CP-000361847,Mega_Corporation,5732,Approved,8394.89,8292.41,22265.39,22367.87,3166.26,2852.58,7145.27,0,0.0,Current,662,655,iOS,US,False,0,4,False,False,False
